Lambda,QPA_0
0.0,1.0
0.0256410256410256,0.97541015625
0.0512820512820512,0.950849609375
0.0769230769230769,0.925458984375
0.1025641025641025,0.9
0.1282051282051282,0.87724609375
0.1538461538461538,0.850029296875
0.1794871794871795,0.824697265625
0.2051282051282051,0.79908203125
0.2307692307692307,0.775361328125
0.2564102564102564,0.75060546875
0.282051282051282,0.727646484375
0.3076923076923077,0.70111328125
0.3333333333333333,0.678349609375
0.358974358974359,0.653037109375
0.3846153846153846,0.626376953125
0.4102564102564102,0.603037109375
0.4358974358974359,0.5765625
0.4615384615384615,0.552177734375
0.4871794871794871,0.526923828125
0.5128205128205128,0.50455078125
0.5384615384615384,0.479677734375
0.5641025641025641,0.451396484375
0.5897435897435898,0.427265625
0.6153846153846154,0.406708984375
0.641025641025641,0.37880859375
0.6666666666666666,0.353662109375
0.6923076923076923,0.32974609375
0.717948717948718,0.30423828125
0.7435897435897436,0.27947265625
0.7692307692307692,0.252890625
0.7948717948717948,0.2284765625
0.8205128205128205,0.20560546875
0.8461538461538461,0.181337890625
0.8717948717948718,0.1564453125
0.8974358974358974,0.130244140625
0.923076923076923,0.10474609375
0.9487179487179488,0.081416015625
0.9743589743589745,0.05578125
1.0,0.030615234375
