epsilon,QPA_1
0.0,1.9220736113823027e-15
0.0025,0.0213835081365426
0.00275,0.0224105180556029
0.003,0.0236043194393557
0.00325,0.0247297659826301
0.0035,0.0255414469722128
0.00375,0.0264667999011493
0.004,0.0271960273509841
0.00425,0.0281978230725037
0.0045,0.0283434169571993
0.00475,0.0288881851336609
0.00025,0.0030369194919427
0.005,0.0293128343764388
0.00525,0.0295903070879007
0.0055,0.0297423339771624
0.00575,0.0302561158472263
0.006,0.0302003102703555
0.00625,0.0305057975499565
0.0065,0.0308533908764947
0.00675,0.0307412441049512
0.007,0.0305891529993222
0.00725,0.0313195806728699
0.0005,0.0058707623011176
0.0075,0.0314448849043792
0.00775,0.0309787702769058
0.008,0.0310345600443723
0.00825,0.0312251907356736
0.0085,0.031217287679511
0.00875,0.031219548856307
0.009,0.0316017899032864
0.00925,0.0311719886117391
0.0095,0.031247225828163
0.00975,0.0311200775603444
0.00075,0.0084265875689974
0.01,0.031215427214011
0.001,0.0104881975718232
0.00125,0.01295415046937
0.0015,0.0149071236331368
0.00175,0.0165807084854514
0.002,0.0182950535811023
0.00225,0.0200570568453716
