epsilon,QPA_1
0.0,0.249619678478389
0.00025,0.2343197435655612
0.000275,0.2314507321465462
0.0003,0.2308734074951396
0.000325,0.2272641785525282
0.00035,0.2283801936774788
0.000375,0.2247500330182951
0.0004,0.2235525003435339
0.000425,0.2223403276076997
0.00045,0.2205020209653653
0.000475,0.2185109367601491
2.5e-05,0.2491444444074658
0.0005,0.2169455897548792
0.000525,0.2154292329595645
0.00055,0.2136919371872353
0.000575,0.2131310133716741
0.0006,0.212353191280334
0.000625,0.2098182931387822
0.00065,0.2089801205922652
0.000675,0.207791627882409
0.0007,0.2061776748553042
0.000725,0.2039322551215896
5e-05,0.2448746681412677
0.00075,0.2029962643131144
0.000775,0.2016579482287641
0.0008,0.1997493624398487
0.000825,0.197295332241909
0.00085,0.1967195914853958
0.000875,0.1953382625130813
0.0009,0.1943135586054607
0.000925,0.1921547963554401
0.00095,0.1918961942155737
0.000975,0.1904333246387059
7.500000000000001e-05,0.2446301263619016
0.001,0.1887671844819846
0.0001,0.2434248341142516
0.000125,0.2409081521355608
0.00015,0.2397216019504278
0.000175,0.2386934964397737
0.0002,0.2354393518082232
0.000225,0.2354462875555881
