lambda,QPA_1
0.1421052631578947,0.9034545454545462
0.1842105263157895,0.8765454545454553
0.1,0.9250833333333341
0.4368421052631579,0.7135454545454551
0.2263157894736842,0.8596363636363642
0.3947368421052631,0.7456363636363641
0.3105263157894736,0.8025454545454551
0.2684210526315789,0.8339090909090916
0.5210526315789473,0.6422727272727278
0.8578947368421053,0.373727272727273
0.3526315789473684,0.7628181818181825
0.4789473684210527,0.6754545454545459
0.6473684210526316,0.5483636363636367
0.731578947368421,0.48218181818181843
0.6894736842105262,0.5024545454545458
0.9,0.33590909090909116
0.5631578947368421,0.6080909090909095
0.6052631578947368,0.5900909090909097
0.8157894736842105,0.4081818181818184
0.7736842105263158,0.4396363636363639
