lambda,fidelity
0.0,1.0
0.041666666666666664,0.9943199999999996
0.08333333333333333,0.9849999999999993
0.125,0.9713199999999992
0.16666666666666666,0.9590599999999986
0.20833333333333331,0.945479999999998
0.25,0.9299199999999979
0.29166666666666663,0.9031399999999978
0.3333333333333333,0.8890799999999975
0.375,0.844719999999997
0.41666666666666663,0.8105999999999974
0.4583333333333333,0.7878599999999971
0.5,0.7614199999999974
0.5416666666666666,0.7064599999999972
0.5833333333333333,0.6857799999999973
0.625,0.6377399999999976
0.6666666666666666,0.5970599999999976
0.7083333333333333,0.5339399999999977
0.75,0.511219999999998
0.7916666666666666,0.4600199999999982
0.8333333333333333,0.43495999999999846
0.875,0.3798599999999987
0.9166666666666666,0.32307999999999903
0.9583333333333333,0.28897999999999924
1.0,0.24757999999999955
