lambda,QPA_0
0.0,1.0
0.5263157894736842,0.6093
0.5789473684210527,0.5675
0.631578947368421,0.5279
0.6842105263157894,0.484
0.7368421052631579,0.4477
0.7894736842105263,0.4044
0.8421052631578947,0.3615
0.894736842105263,0.3191
0.9473684210526316,0.2894
1.0,0.2484
0.0526315789473684,0.9571
0.1052631578947368,0.9243
0.1578947368421052,0.8807
0.2105263157894736,0.8384
0.2631578947368421,0.8017
0.3157894736842105,0.7613
0.3684210526315789,0.7217
0.4210526315789473,0.6852
0.4736842105263157,0.6514
0.0,1.0
0.5263157894736842,0.6093
0.5789473684210527,0.5675
0.631578947368421,0.5279
0.6842105263157894,0.484
0.7368421052631579,0.4477
0.7894736842105263,0.4044
0.8421052631578947,0.3615
0.894736842105263,0.3191
0.9473684210526316,0.2894
1.0,0.2484
0.0526315789473684,0.9571
0.1052631578947368,0.9243
0.1578947368421052,0.8807
0.2105263157894736,0.8384
0.2631578947368421,0.8017
0.3157894736842105,0.7613
0.3684210526315789,0.7217
0.4210526315789473,0.6852
0.4736842105263157,0.6514
0.0,1.0
0.5263157894736842,0.6093
0.5789473684210527,0.5675
0.631578947368421,0.5279
0.6842105263157894,0.484
0.7368421052631579,0.4477
0.7894736842105263,0.4044
0.8421052631578947,0.3615
0.894736842105263,0.3191
0.9473684210526316,0.2894
1.0,0.2484
0.0526315789473684,0.9571
0.1052631578947368,0.9243
0.1578947368421052,0.8807
0.2105263157894736,0.8384
0.2631578947368421,0.8017
0.3157894736842105,0.7613
0.3684210526315789,0.7217
0.4210526315789473,0.6852
0.4736842105263157,0.6514
0.0,1.0
0.5263157894736842,0.6093
0.5789473684210527,0.5675
0.631578947368421,0.5279
0.6842105263157894,0.484
0.7368421052631579,0.4477
0.7894736842105263,0.4044
0.8421052631578947,0.3615
0.894736842105263,0.3191
0.9473684210526316,0.2894
1.0,0.2484
0.0526315789473684,0.9571
0.1052631578947368,0.9243
0.1578947368421052,0.8807
0.2105263157894736,0.8384
0.2631578947368421,0.8017
0.3157894736842105,0.7613
0.3684210526315789,0.7217
0.4210526315789473,0.6852
0.4736842105263157,0.6514
