epsilon,steps,fidelity,shots
0.0,2,0.999999999999926,20000
0.0,4,1.0000000000000542,20000
0.0,6,0.9999999999999498,20000
0.0,8,0.9999999999998884,20000
0.0,10,1.0000000000000022,20000
0.0,12,1.000000000000007,20000
0.0,14,1.0000000000000129,20000
0.0,16,1.00000000000001,20000
0.0,18,0.9999999999999584,20000
0.0,20,1.0000000000001157,20000
0.0005,2,0.9845474285716892,20000
0.0005,4,0.9807820925848448,20000
0.0005,6,0.979624635158982,20000
0.0005,8,0.9769606572486044,20000
0.0005,10,0.9741984765578235,20000
0.0005,12,0.9730338849103292,20000
0.0005,14,0.969395400817,20000
0.0005,16,0.9674574170257894,20000
0.0005,18,0.9665968527618722,20000
0.0005,20,0.9643487933456288,20000
0.001,2,0.9692693442908124,20000
0.001,4,0.960943051938552,20000
0.001,6,0.9571458448308864,20000
0.001,8,0.9536297102824126,20000
0.001,10,0.9443393548733348,20000
0.001,12,0.9416851082914603,20000
0.001,14,0.9347604855388272,20000
0.001,16,0.9283774834782518,20000
0.001,18,0.9243079679893802,20000
0.001,20,0.9168436410904038,20000
0.0015,2,0.9518063223248516,20000
0.0015,4,0.9414664581149724,20000
0.0015,6,0.9322716371175844,20000
0.0015,8,0.9231378888870336,20000
0.0015,10,0.9145969474597112,20000
0.0015,12,0.9041096083853036,20000
0.0015,14,0.8926653978931317,20000
0.0015,16,0.8847931650575901,20000
0.0015,18,0.8743616519321438,20000
0.0015,20,0.8603998723333671,20000
0.002,2,0.9346426155626608,20000
0.002,4,0.9175155584763196,20000
0.002,6,0.9053771483898218,20000
0.002,8,0.8934353090915026,20000
0.002,10,0.8822479691969015,20000
0.002,12,0.8650269165996122,20000
0.002,14,0.85008509649569,20000
0.002,16,0.8324140842259106,20000
0.002,18,0.8164762020998182,20000
0.002,20,0.8037973278026715,20000
0.0025,2,0.9165771624830554,20000
0.0025,4,0.897271863058986,20000
0.0025,6,0.8812568424700756,20000
0.0025,8,0.8640482144530279,20000
0.0025,10,0.8443791665027799,20000
0.0025,12,0.8218079482643588,20000
0.0025,14,0.8030729283648617,20000
0.0025,16,0.7839106629775459,20000
0.0025,18,0.7561192925256661,20000
0.0025,20,0.736086569846394,20000
0.003,2,0.898033490106066,20000
0.003,4,0.8740422550175064,20000
0.003,6,0.8526080644696452,20000
0.003,8,0.8284541179921677,20000
0.003,10,0.805031835025466,20000
0.003,12,0.7820210172228124,20000
0.003,14,0.7582453943285331,20000
0.003,16,0.733596291860078,20000
0.003,18,0.7039092904568854,20000
0.003,20,0.6800590081350116,20000
0.0035,2,0.8787911466773928,20000
0.0035,4,0.8500369070330942,20000
0.0035,6,0.8233105202497429,20000
0.0035,8,0.7968780512377988,20000
0.0035,10,0.7667285207239012,20000
0.0035,12,0.739828157732108,20000
0.0035,14,0.7085822087525452,20000
0.0035,16,0.6783464186286688,20000
0.0035,18,0.6505291811468629,20000
0.0035,20,0.622075438002692,20000
0.004,2,0.8621184275759262,20000
0.004,4,0.8275289414094223,20000
0.004,6,0.7926973936879139,20000
0.004,8,0.7600616571472888,20000
0.004,10,0.7298012747483652,20000
0.004,12,0.6959354894592961,20000
0.004,14,0.6633828344415291,20000
0.004,16,0.6323788848310115,20000
0.004,18,0.6042243998704484,20000
0.0045,2,0.8431516678692378,20000
0.0045,4,0.8047128243602657,20000
0.0045,6,0.7679550029631358,20000
0.0045,8,0.7310819382091717,20000
0.0045,10,0.6948673383652137,20000
0.0045,12,0.6604488534674517,20000
0.0045,14,0.6203163034469006,20000
0.0045,16,0.589830212052241,20000
0.0045,18,0.5593118464481893,20000
0.0045,20,0.5266437916961789,20000
0.005,2,0.8256974878219357,20000
0.005,4,0.7826891105540584,20000
0.005,6,0.7356120326604846,20000
0.005,8,0.701839077811084,20000
0.005,10,0.6609316012077517,20000
0.005,12,0.6210393177090305,20000
0.005,14,0.5807078898591962,20000
0.005,16,0.5502579105656406,20000
0.005,18,0.5188258646403769,20000
0.005,20,0.4909274659650076,20000
