lambda,fidelity
0.0,0.9479772727272735
0.0526315789473684,0.9209545454545462
0.1052631578947368,0.9069545454545461
0.1578947368421052,0.8796511627906983
0.2105263157894736,0.8552727272727279
0.2631578947368421,0.8252272727272734
0.3157894736842105,0.791863636363637
0.3684210526315789,0.7587500000000006
0.4210526315789473,0.7186818181818188
0.4736842105263157,0.6826363636363642
0.5263157894736842,0.641045454545455
0.5789473684210527,0.6008181818181823
0.631578947368421,0.5622954545454549
0.6842105263157894,0.5280681818181822
0.7368421052631579,0.47418181818181854
0.7894736842105263,0.43229545454545487
0.8421052631578947,0.387651162790698
0.894736842105263,0.3462857142857145
0.9473684210526316,0.30102325581395367
1.0,0.2626363636363638
