epsilon,QPA_0
0.0,0.9896760337021994
0.0002307692307692,0.9853216146253064
0.0023076923076923,0.9471221877239608
0.0025384615384615,0.9429857774957496
0.0027692307692307,0.9388705541766372
0.003,0.9347764084228352
0.0032307692307692,0.9307032314533756
0.0034615384615384,0.9266509150470236
0.0036923076923076,0.9226193515394048
0.0039230769230769,0.9186084338203762
0.0041538461538461,0.9146180553309315
0.0043846153846153,0.9106481100606728
0.0004615384615384,0.9809895074793786
0.0046153846153846,0.906698492544896
0.0048461538461538,0.9027690978616888
0.005076923076923,0.8988598216294508
0.0053076923076923,0.8949705600038397
0.0055384615384615,0.8911012096752863
0.0057692307692307,0.887251667866196
0.006,0.883421832328085
0.0062307692307692,0.8796116013391628
0.0064615384615384,0.8758208737013838
0.0066923076923076,0.8720495487379808
0.0006923076923076,0.9766795971336882
0.0069230769230769,0.8682975262907825
0.0071538461538461,0.8645647067173736
0.0073846153846153,0.8608509908887451
0.0076153846153846,0.8571562801865534
0.0078461538461538,0.8534804765004107
0.008076923076923,0.849823482225563
0.0083076923076923,0.8461852002599716
0.0085384615384615,0.8425655340021047
0.0087692307692307,0.8389643873481828
0.009,0.8353816646895856
0.0009230769230769,0.9723917690497332
0.0011538461538461,0.96812590927786
0.0013846153846153,0.9638819044546592
0.0016153846153846,0.959659641799716
0.0018461538461538,0.9554590091126532
0.002076923076923,0.9512798947704052
