epsilon,steps,fidelity,shots
0.0,2,1.0000000000000324,20000
0.0,4,1.0000000000000415,20000
0.0,6,0.9999999999999956,20000
0.0,8,0.9999999999999898,20000
0.0,10,1.000000000000009,20000
0.0,12,1.000000000000014,20000
0.0,14,1.0000000000000393,20000
0.0,16,1.0000000000000226,20000
0.0,18,0.9999999999999396,20000
0.0,20,1.0000000000000626,20000
0.0005,2,0.9855856086967516,20000
0.0005,4,0.9803926793227536,20000
0.0005,6,0.9759575051690926,20000
0.0005,8,0.9725000348217012,20000
0.0005,10,0.9665532319479484,20000
0.0005,12,0.963689929793137,20000
0.0005,14,0.9592192115476076,20000
0.0005,16,0.9558478779016408,20000
0.0005,18,0.9513574713494752,20000
0.0005,20,0.9488191190583528,20000
0.001,2,0.9706741452749632,20000
0.001,4,0.9600442153008888,20000
0.001,6,0.95332985835777,20000
0.001,8,0.942905829438164,20000
0.001,10,0.9325399061929356,20000
0.001,12,0.9264019705400311,20000
0.001,14,0.9137103985026512,20000
0.001,16,0.9062259334679162,20000
0.001,18,0.8997412565012046,20000
0.001,20,0.8883618049342039,20000
0.0015,2,0.9549608615711114,20000
0.0015,4,0.9410390834439138,20000
0.0015,6,0.9259091574791588,20000
0.0015,8,0.911654182737389,20000
0.0015,10,0.8982860007706335,20000
0.0015,12,0.8850024964063865,20000
0.0015,14,0.8687388414191668,20000
0.0015,16,0.8537291485134253,20000
0.0015,18,0.8407376856494352,20000
0.0015,20,0.8282474137314714,20000
0.002,2,0.9418487641828748,20000
0.002,4,0.9232679080310942,20000
0.002,6,0.9024222918785568,20000
0.002,8,0.8836452350750216,20000
0.002,10,0.8620549601083332,20000
0.002,12,0.8431493135353035,20000
0.002,14,0.8239389567793783,20000
0.002,16,0.8011344439746134,20000
0.002,18,0.7807673705903616,20000
0.002,20,0.7610572553389722,20000
0.0025,2,0.9276103027816772,20000
0.0025,4,0.9024608454251812,20000
0.0025,6,0.8791650660240474,20000
0.0025,8,0.8518851276084449,20000
0.0025,10,0.8309911583289853,20000
0.0025,12,0.8060891586691327,20000
0.0025,14,0.7763792562389454,20000
0.0025,16,0.7521246500884665,20000
0.0025,18,0.7296692483173688,20000
0.0025,20,0.7067317688460864,20000
0.003,2,0.9170176752128362,20000
0.003,4,0.8810822312625841,20000
0.003,6,0.8519031296953774,20000
0.003,8,0.8238176171406383,20000
0.003,10,0.7928943197175145,20000
0.003,12,0.762329982895063,20000
0.003,14,0.7347727333467946,20000
0.003,16,0.7044103804713372,20000
0.003,18,0.677110425387892,20000
0.003,20,0.6528663210554424,20000
0.0035,2,0.9003787794129824,20000
0.0035,4,0.8634845342777612,20000
0.0035,6,0.8292072542459956,20000
0.0035,8,0.7899824359396862,20000
0.0035,10,0.7603834237063749,20000
0.0035,12,0.7236269312446182,20000
0.0035,14,0.6938875151405813,20000
0.0035,16,0.6650543553630054,20000
0.0035,18,0.6369065227790626,20000
0.0035,20,0.5991626233098567,20000
0.004,2,0.8866018759812623,20000
0.004,4,0.8454601996892477,20000
0.004,6,0.8049635814299692,20000
0.004,8,0.7673718496254637,20000
0.004,10,0.7256075938399514,20000
0.004,12,0.6909678325088006,20000
0.004,14,0.6532872185111281,20000
0.004,16,0.6195855888569562,20000
0.004,18,0.5869779970733369,20000
0.004,20,0.5565521951861078,20000
0.0045,2,0.8717861218902865,20000
0.0045,4,0.8246572051352734,20000
0.0045,6,0.7810621949871079,20000
0.0045,8,0.7410401744294915,20000
0.0045,10,0.6949735044090433,20000
0.0045,12,0.6569893298168219,20000
0.0045,14,0.616920369844599,20000
0.0045,16,0.57897891902785,20000
0.0045,18,0.5500478973922499,20000
0.0045,20,0.5212096597317861,20000
0.005,2,0.8656746047334558,20000
0.005,4,0.8036267371959245,20000
0.005,6,0.7600758836489904,20000
0.005,8,0.7085903600253229,20000
0.005,10,0.6643815878115226,20000
0.005,12,0.6204525688233467,20000
0.005,14,0.5841083462497175,20000
0.005,16,0.5481111107936069,20000
0.005,18,0.5091718175554723,20000
0.005,20,0.4906262986450861,20000
