epsilon,QPA_2
0.0,0.98807967484716
0.0025,0.9767109901426988
0.005,0.964655447218834
0.0075,0.9518001315026844
0.01,0.9385154961485688
0.0125,0.9242504119198466
0.015,0.9101032128192592
0.0175,0.8954656140914968
0.02,0.8805475031224446
0.0225,0.8659817541219983
0.025,0.8508056085284542
0.0275,0.8360564667777055
0.03,0.8207814593247181
0.0325,0.8057851886843037
0.035,0.7906971362725342
0.0375,0.7761464846963604
0.04,0.760754955227486
0.0425,0.7475911746252865
0.045,0.7340999050632587
0.0475,0.7203125285362332
0.05,0.7060290304069947
0.0525,0.6930018389345325
0.055,0.6800455281341563
0.0575,0.6675762526067834
0.06,0.6549932824686874
0.0625,0.6430339512435104
0.065,0.6315202977939154
0.0675,0.6193113283263957
0.07,0.6077296647212503
0.0725,0.5973314690522652
0.075,0.5867614030362108
0.0775,0.5768325847310819
0.08,0.5656776497783462
0.0825,0.556021322375558
0.085,0.5465005589678826
0.0875,0.5375736946527585
0.09,0.5286575851500792
0.0925,0.5196743507831457
0.095,0.5110358249066834
0.0975,0.5024026903951043
0.1,0.4951816232293783
