epsilon,QPA_3
0.0,0.9671000478689716
0.00025,0.9645128432352778
0.0005,0.9620966405654936
0.00075,0.959243373811184
0.001,0.9568915838119058
0.00125,0.953528525099722
0.0015,0.9512773215722546
0.00175,0.9480556773503056
0.002,0.9454209231843854
0.00225,0.94301483935093
0.0025,0.9398769899140248
0.00275,0.937108865395425
0.003,0.9342676613293992
0.00325,0.9301772270283388
0.0035,0.9278417812895708
0.00375,0.9244841188073148
0.004,0.9227506071661118
0.00425,0.9197688866110508
0.0045,0.9158464012818284
0.00475,0.913039936382046
0.005,0.9095060941953153
0.00525,0.9059622967961578
0.0055,0.9029640711414096
0.00575,0.9003294206046026
0.006,0.8962002136148717
0.00625,0.8921189720650206
0.0065,0.889874320474664
0.00675,0.8864654530321332
0.007,0.8839553258624552
0.00725,0.879684645906055
0.0075,0.8764012554592895
0.00775,0.8736434266250399
0.008,0.8696383586079308
0.00825,0.8666920612474455
0.0085,0.8634811612879922
0.00875,0.8593484820379017
0.009,0.8563582084310326
0.00925,0.8524357251387579
0.0095,0.84831003646931
0.00975,0.8462759495449224
0.01,0.8423628785687203
