lambda,QPA_3
0.4368421052631579,0.6747272727272732
0.1421052631578947,0.8180000000000006
0.6052631578947368,0.5670000000000004
0.2684210526315789,0.7760000000000005
0.3526315789473684,0.7284545454545459
0.6894736842105262,0.5071818181818184
0.1,0.8190833333333338
0.3947368421052631,0.6967272727272732
0.4789473684210527,0.6670909090909096
0.1842105263157895,0.8129090909090916
0.731578947368421,0.4888181818181822
0.5631578947368421,0.5903636363636369
0.6473684210526316,0.5408181818181822
0.3105263157894736,0.750454545454546
0.7736842105263158,0.4353636363636367
0.9,0.34572727272727294
0.8157894736842105,0.4126363636363639
0.8578947368421053,0.38363636363636394
0.2263157894736842,0.7775454545454551
0.5210526315789473,0.6079090909090913
