k,V0,Omega_max,Delta_start,T_ramp_up,T_sweep,T_ramp_down,fidelity
4,251327412.28718346,15079644.737231007,-87964594.3005142,3.3e-06,3.4e-06,3.3e-06,0.4533921709303313
