k,V0,Omega_max,Delta_start,T_ramp_up,T_sweep,T_ramp_down,fidelity
4,251327412.28718346,18849555.92153876,-188495559.21538758,1.32e-06,1.3600000000000001e-06,1.32e-06,0.5354768868962639
