k,V0,Omega_max,Delta_start,T_ramp_up,T_sweep,T_ramp_down,fidelity
4,251327412.28718346,11309733.552923255,-163362817.98666924,1.65e-06,1.7e-06,1.65e-06,0.33870261140266045
