lambda,QPA_2
0.0,0.9639333333333295
0.0526315789473684,0.9472666666666634
0.1052631578947368,0.9292666666666598
0.1578947368421052,0.8983333333333297
0.2105263157894736,0.8794999999999971
0.2631578947368421,0.8420999999999979
0.3157894736842105,0.8121999999999998
0.3684210526315789,0.7778666666666672
0.4210526315789473,0.7386666666666668
0.4736842105263157,0.7023999999999997
0.5263157894736842,0.6604333333333332
0.5789473684210527,0.6046666666666656
0.631578947368421,0.5728666666666642
0.6842105263157894,0.5223333333333319
0.7368421052631579,0.4741999999999985
0.7894736842105263,0.4341999999999992
0.8421052631578947,0.3870666666666669
0.894736842105263,0.3392666666666676
0.9473684210526316,0.29976666666666807
1.0,0.25590000000000085
