epsilon,QPA_2
0.000000,0.6236392033921367
0.002500,0.5739276448168037
0.002750,0.5722524453307388
0.003000,0.5701399290451146
0.003250,0.5646756715999477
0.003500,0.5591297554682023
0.003750,0.557528555282276
0.004000,0.554753659105459
0.004250,0.5527399033500712
0.004500,0.5523730026075655
0.004750,0.5473248292701051
0.000250,0.619026583710104
0.005000,0.5464151835660847
0.005250,0.541971390662386
0.005500,0.5417938461884034
0.005750,0.5412557156454277
0.006000,0.543061727851914
0.006250,0.540546151955172
0.006500,0.5360127867101038
0.006750,0.535804194429794
0.007000,0.5358676790081288
0.007250,0.5304283107909763
0.000500,0.6120884803777326
0.007500,0.5330453217115521
0.007750,0.5329706165003443
0.008000,0.5321112181978782
0.008250,0.5304318698174549
0.008500,0.5286841549626541
0.008750,0.5305763735175114
0.009000,0.5292123474937959
0.009250,0.5316257480391416
0.009500,0.5277382962298164
0.009750,0.5285705089875601
0.000750,0.6068525290853124
0.010000,0.5284628554143136
0.001000,0.6051456362382472
0.001250,0.5968161473042017
0.001500,0.5938513241303405
0.001750,0.5896258724283377
0.002000,0.5828587144438259
0.002250,0.5803230867102325
