lambda,QPA_0
0.0,0.9999999999999987
0.01,0.9924999999999994
0.02,0.9850000000000017
0.03,0.9774999999999986
0.04,0.9700000000000022
0.05,0.962499999999997
0.06,0.9549999999999992
0.07,0.9474999999999999
0.08,0.94
0.09,0.9325000000000013
0.1,0.9250000000000009
0.11,0.9175000000000013
0.12,0.9100000000000021
0.13,0.9024999999999991
0.14,0.8949999999999986
0.15,0.8874999999999977
0.16,0.8800000000000002
0.17,0.8724999999999997
0.18,0.8649999999999985
0.19,0.8575
0.2,0.8500000000000025
0.21,0.8424999999999974
0.22,0.8349999999999984
0.23,0.8274999999999981
0.24,0.819999999999999
0.25,0.8124999999999996
0.26,0.8050000000000002
0.27,0.7975000000000008
0.28,0.7900000000000013
0.29,0.7825000000000013
0.3,0.7749999999999969
0.31,0.7674999999999967
0.32,0.7599999999999991
0.33,0.7524999999999993
0.34,0.745
0.35000000000000003,0.7375000000000004
0.36,0.7300000000000015
0.37,0.7225000000000018
0.38,0.7149999999999985
0.39,0.7074999999999982
0.4,0.6999999999999996
0.41000000000000003,0.6924999999999991
0.42,0.684999999999999
0.43,0.6775000000000004
0.44,0.6700000000000003
0.45,0.6625000000000012
0.46,0.6549999999999981
0.47000000000000003,0.6474999999999996
0.48,0.6399999999999985
0.49,0.6325000000000002
0.5,0.6249999999999993
0.51,0.617499999999999
0.52,0.6100000000000001
0.53,0.6025000000000011
0.54,0.5950000000000011
0.55,0.587499999999999
0.56,0.5799999999999993
0.5700000000000001,0.5724999999999998
0.58,0.5650000000000002
0.59,0.5575000000000003
0.6,0.5500000000000012
0.61,0.5425
0.62,0.5350000000000001
0.63,0.5274999999999994
0.64,0.5199999999999992
0.65,0.5124999999999993
0.66,0.5050000000000001
0.67,0.49750000000000055
0.68,0.49000000000000055
0.6900000000000001,0.48250000000000004
0.7000000000000001,0.47500000000000087
0.71,0.46749999999999964
0.72,0.4599999999999988
0.73,0.452499999999999
0.74,0.44499999999999995
0.75,0.43749999999999933
0.76,0.43000000000000016
0.77,0.42250000000000004
0.78,0.41500000000000004
0.79,0.4075000000000004
0.8,0.3999999999999992
0.81,0.3924999999999993
0.8200000000000001,0.38500000000000006
0.8300000000000001,0.3775
0.84,0.36999999999999994
0.85,0.3625000000000003
0.86,0.3550000000000007
0.87,0.3475000000000007
0.88,0.3399999999999998
0.89,0.3325
0.9,0.3249999999999999
0.91,0.3175000000000002
0.92,0.3099999999999998
0.93,0.30250000000000005
0.9400000000000001,0.29500000000000004
0.9500000000000001,0.28750000000000026
0.96,0.2799999999999997
0.97,0.2724999999999999
0.98,0.26499999999999974
0.99,0.2575
1.0,0.25
