lambda,QPA_2
0.0,0.9623333333333334
0.5263157894736842,0.6483333333333333
0.5789473684210527,0.6083333333333334
0.631578947368421,0.5806666666666667
0.6842105263157894,0.5389999999999999
0.7368421052631579,0.4793333333333334
0.7894736842105263,0.4443333333333333
0.8421052631578947,0.388
0.894736842105263,0.3496666666666667
0.9473684210526316,0.3016666666666666
1.0,0.2676666666666666
0.0526315789473684,0.9636666666666668
0.1052631578947368,0.935
0.1578947368421052,0.8973333333333333
0.2105263157894736,0.8663333333333334
0.2631578947368421,0.8383333333333334
0.3157894736842105,0.809
0.3684210526315789,0.757
0.4210526315789473,0.747
0.4736842105263157,0.7023333333333334
