epsilon,QPA_0
0.0,0.9880796748472236
0.00025,0.9862368219434622
0.0005,0.9843982106399682
0.00075,0.9825638319840538
0.001,0.9807336770402002
0.00125,0.9789077368900576
0.0015,0.9770860026324852
0.00175,0.9752684653834158
0.002,0.9734551162758704
0.00225,0.9716459464599784
0.0025,0.9698409471028572
0.00275,0.9680401093886318
0.003,0.9662434245184384
0.00325,0.964450883710316
0.0035,0.9626624781992208
0.00375,0.9608781992370338
0.004,0.9590980380924484
0.00425,0.9573219860509888
0.0045,0.9555500344150172
0.00475,0.953782174503616
0.005,0.952018397652619
0.00525,0.9502586952145968
0.0055,0.94850305855877
0.00575,0.9467514790710088
0.006,0.9450039481538436
0.00625,0.943260457226358
0.0065,0.9415209977242028
0.00675,0.9397855610996084
0.007,0.938054138821263
0.00725,0.9363267223743418
0.0075,0.934603303260508
0.00775,0.9328838729977994
0.008,0.9311684231206684
0.00825,0.9294569451799136
0.0085,0.927749430742704
0.00875,0.9260458713924882
0.009,0.9243462587289816
0.00925,0.9226505843681908
0.0095,0.9209588399423104
0.00975,0.9192710170997254
0.01,0.9175871075050204
