lambda,QPA_1
0.0,0.9803333333333332
0.5263157894736842,0.6463333333333333
0.5789473684210527,0.5976666666666667
0.631578947368421,0.5713333333333334
0.6842105263157894,0.5176666666666667
0.7368421052631579,0.47
0.7894736842105263,0.4153333333333333
0.8421052631578947,0.3843333333333333
0.894736842105263,0.3416666666666667
0.9473684210526316,0.2996666666666667
1.0,0.2686666666666666
0.0526315789473684,0.9506666666666668
0.1052631578947368,0.9333333333333332
0.1578947368421052,0.9083333333333332
0.2105263157894736,0.8663333333333333
0.2631578947368421,0.8506666666666667
0.3157894736842105,0.8116666666666666
0.3684210526315789,0.769
0.4210526315789473,0.72
0.4736842105263157,0.685
