k,V0,Omega_max,Delta_start,T_ramp_up,T_sweep,T_ramp_down,fidelity
4,251327412.28718346,18849555.92153876,-36442474.7816416,4.95e-07,5.1e-07,4.95e-07,0.7703243100007939
