k,V0,Omega_max,Delta_start,T_ramp_up,T_sweep,T_ramp_down,fidelity
4,251327412.28718346,18095573.68467721,-27646015.351590183,4.6199999999999993e-07,4.76e-07,4.6199999999999993e-07,0.7780233831903687
