epsilon,steps,fidelity,shots
0.0,2,1.0000000000000324,80000
0.0,4,1.0000000000000384,80000
0.0,6,0.9999999999999956,80000
0.0,8,0.9999999999999888,80000
0.0,10,1.000000000000012,80000
0.0,12,1.0000000000000149,80000
0.0,14,1.0000000000000386,80000
0.0,16,1.0000000000000226,80000
0.0,18,0.9999999999999396,80000
0.0,20,1.00000000000006,80000
0.0005,2,0.9888435771630132,80000
0.0005,4,0.9835064970478208,80000
0.0005,6,0.9792083658202044,80000
0.0005,8,0.9742574973332214,80000
0.0005,10,0.970371020326803,80000
0.0005,12,0.9651517354682514,80000
0.0005,14,0.9604269601797896,80000
0.0005,16,0.9560489582390824,80000
0.0005,18,0.9516003694735342,80000
0.0005,20,0.946637403939746,80000
0.001,2,0.977428687481325,80000
0.001,4,0.9670122846174812,80000
0.001,6,0.9569481561739585,80000
0.001,8,0.9475543236406871,80000
0.001,10,0.9384037598158498,80000
0.001,12,0.9277237362076922,80000
0.001,14,0.9181925927263284,80000
0.001,16,0.9084626734970382,80000
0.001,18,0.8988997646719599,80000
0.001,20,0.888004573458652,80000
0.0015,2,0.9649795888276538,80000
0.0015,4,0.949153975896327,80000
0.0015,6,0.9349447158735454,80000
0.0015,8,0.9203655567963552,80000
0.0015,10,0.9055872356442798,80000
0.0015,12,0.8890334481006925,80000
0.0015,14,0.8750164092650827,80000
0.0015,16,0.8579769658781922,80000
0.0015,18,0.8445047337812046,80000
0.0015,20,0.8282719013375746,80000
0.002,2,0.9526055244489728,80000
0.002,4,0.9320568864060258,80000
0.002,6,0.912080187171997,80000
0.002,8,0.891594502339846,80000
0.002,10,0.8719661524735984,80000
0.002,12,0.8538188841519025,80000
0.002,14,0.8314563775481244,80000
0.002,16,0.8102438400449677,80000
0.002,18,0.7904638702153022,80000
0.002,20,0.7683963773772786,80000
0.0025,2,0.9422317096750196,80000
0.0025,4,0.9144993842478502,80000
0.0025,6,0.8884337045677796,80000
0.0025,8,0.8627488801340728,80000
0.0025,10,0.8375565156164075,80000
0.0025,12,0.8123942009384841,80000
0.0025,14,0.7874450219691228,80000
0.0025,16,0.7593472190573222,80000
0.0025,18,0.7382485823942831,80000
0.0025,20,0.7142778015612505,80000
0.003,2,0.9304657180038968,80000
0.003,4,0.8965167396274922,80000
0.003,6,0.8644183682562842,80000
0.003,8,0.8373247992113402,80000
0.003,10,0.8058950430001521,80000
0.003,12,0.7758178406326901,80000
0.003,14,0.7450657050839886,80000
0.003,16,0.7166281118743288,80000
0.003,18,0.6866697531747875,80000
0.003,20,0.662620332986391,80000
0.0035,2,0.9168165651087332,80000
0.0035,4,0.8783635339522061,80000
0.0035,6,0.8423276184922007,80000
0.0035,8,0.8074316389018493,80000
0.0035,10,0.7718882648215368,80000
0.0035,12,0.7373236907833687,80000
0.0035,14,0.7029945913993128,80000
0.0035,16,0.6710475561117281,80000
0.0035,18,0.6408615057782261,80000
0.0035,20,0.6111297711946411,80000
0.004,2,0.9043581165262796,80000
0.004,4,0.8625900657735395,80000
0.004,6,0.820935570695034,80000
0.004,8,0.779389630050262,80000
0.004,10,0.7388564777215293,80000
0.004,12,0.7029356116087125,80000
0.004,14,0.6637585042534414,80000
0.004,16,0.6305847116344908,80000
0.004,18,0.5991132401823319,80000
0.004,20,0.5680769794522061,80000
0.0045,2,0.8915226726830797,80000
0.0045,4,0.8432433402361657,80000
0.0045,6,0.7950799086762856,80000
0.0045,8,0.7505818415276391,80000
0.0045,10,0.7087121901952999,80000
0.0045,12,0.6670125597080901,80000
0.0045,14,0.6281645558777145,80000
0.0045,16,0.5911565553749502,80000
0.0045,18,0.5589913812107927,80000
0.0045,20,0.5283965499098227,80000
0.005,2,0.8811145800458118,80000
0.005,4,0.8256975335752843,80000
0.005,6,0.7732802941600772,80000
0.005,8,0.7238501073836173,80000
0.005,10,0.6785279820406805,80000
0.005,12,0.6354815620825942,80000
0.005,14,0.5934716097519498,80000
0.005,16,0.5571352828541513,80000
0.005,18,0.5220527057819709,80000
0.005,20,0.4915969744052531,80000
