epsilon,QPA_3
0.0,0.2476755754316104
0.0025,0.2459007871974504
0.005,0.2440772290989726
0.0075,0.2421757179760597
0.01,0.2402981420777728
0.0125,0.2383753029235053
0.015,0.2362585631528245
0.0175,0.2343233606603914
0.02,0.2320352081533144
0.0225,0.229953038130339
0.025,0.2276980795053499
0.0275,0.2255563617249717
0.03,0.2234311111033458
0.0325,0.2209779748686061
0.035,0.2192414911681691
0.0375,0.2164206259212283
0.04,0.2146889014788626
0.0425,0.212786164133542
0.045,0.2103204606014296
0.0475,0.2081609143143122
0.05,0.2060683819645792
0.0525,0.2042697343451262
0.055,0.2020521613689801
0.0575,0.2001915348210502
0.06,0.1977817110683858
0.0625,0.1962130150619563
0.065,0.1939855356587983
0.0675,0.1919586330478729
0.07,0.1902308897156893
0.0725,0.1880376994598836
0.075,0.1863922436531849
0.0775,0.1846056992453954
0.08,0.1825586045234611
0.0825,0.1808682270329112
0.085,0.1788396099731901
0.0875,0.177549470867367
0.09,0.1756559818097171
0.0925,0.1740822080955813
0.095,0.1727983202317567
0.0975,0.1706529182981124
0.1,0.1694456698550375
