epsilon,steps,fidelity,shots
0.0,2,0.9999999999999488,50000
0.0,4,0.9999999999999882,50000
0.0,6,0.9999999999999966,50000
0.0,8,0.9999999999998932,50000
0.0,10,0.9999999999999633,50000
0.0,12,0.99999999999997,50000
0.0,14,0.9999999999999996,50000
0.0,16,0.9999999999999402,50000
0.0,18,0.9999999999999782,50000
0.0,20,1.0000000000000546,50000
0.0005,2,0.9888658554341256,50000
0.0005,4,0.9832767142762776,50000
0.0005,6,0.9785777991228448,50000
0.0005,8,0.974338602146186,50000
0.0005,10,0.969246739799575,50000
0.0005,14,0.961118141240698,50000
0.0005,16,0.9560011552661212,50000
0.0005,18,0.950953864891532,50000
0.0005,20,0.9459494072863808,50000
0.001,2,0.9778091673101944,50000
0.001,4,0.9678203064112304,50000
0.001,6,0.958100401855682,50000
0.001,8,0.9491703131739916,50000
0.001,10,0.9377633547071932,50000
0.001,12,0.9294819680640788,50000
0.001,14,0.9174629175518104,50000
0.001,16,0.9089712047591996,50000
0.001,18,0.8995958836792808,50000
0.001,20,0.8897771757469773,50000
0.0015,2,0.9659318841051168,50000
0.0015,4,0.9487231732612512,50000
0.0015,6,0.934159867888904,50000
0.0015,8,0.9215906442796165,50000
0.0015,10,0.9047221370750964,50000
0.0015,12,0.8917635492294768,50000
0.0015,14,0.8761206446157707,50000
0.0015,16,0.8588820606107577,50000
0.0015,18,0.8473802119238771,50000
0.0015,20,0.8306051703677911,50000
0.002,2,0.9533152275184064,50000
0.002,4,0.9301666620329928,50000
0.002,6,0.9127086105243964,50000
0.002,8,0.8932011146405507,50000
0.002,10,0.8731026367552719,50000
0.002,12,0.8508222277111508,50000
0.002,14,0.8330579251236414,50000
0.002,16,0.8128738567300215,50000
0.002,18,0.7916799318470649,50000
0.002,20,0.7713912516582917,50000
0.0025,2,0.9404109513794848,50000
0.0025,4,0.9139746558929636,50000
0.0025,6,0.8904646561528324,50000
0.0025,8,0.8634446542328104,50000
0.0025,10,0.83910424612524,50000
0.0025,12,0.8146730617135041,50000
0.0025,14,0.7880543576114154,50000
0.0025,16,0.7603160159016317,50000
0.0025,18,0.7414562462420444,50000
0.0025,20,0.7160862348364684,50000
0.003,2,0.9307834752404268,50000
0.003,4,0.8964679971593441,50000
0.003,6,0.8652893875997629,50000
0.003,8,0.8342170500710896,50000
0.003,10,0.8049092190562762,50000
0.003,12,0.7761442533189964,50000
0.003,14,0.7447625153584209,50000
0.003,16,0.7171588262431506,50000
0.003,18,0.6923270001283532,50000
0.003,20,0.661844716469458,50000
0.0035,2,0.9164273929344122,50000
0.0035,4,0.8783358978485268,50000
0.0035,6,0.8447680374829188,50000
0.0035,8,0.804469786653836,50000
0.0035,10,0.7714306973944905,50000
0.0035,12,0.739693836477418,50000
0.0035,14,0.7034165085593871,50000
0.0035,16,0.6730145541936502,50000
0.0035,18,0.645641761628785,50000
0.0035,20,0.6153157015774233,50000
0.004,2,0.9034828687894744,50000
0.004,4,0.8612651544432991,50000
0.004,6,0.820087574917853,50000
0.004,8,0.7792423028440452,50000
0.004,10,0.7382222855528775,50000
0.004,12,0.7049194476445183,50000
0.004,14,0.6667883707478217,50000
0.004,16,0.6343659542862405,50000
0.004,18,0.6013921537382287,50000
0.004,20,0.570438467110505,50000
0.0045,2,0.8928605396547965,50000
0.0045,4,0.8450919037222405,50000
0.0045,6,0.7960480062630636,50000
0.0045,8,0.7545845949598002,50000
0.0045,10,0.7111700638125167,50000
0.0045,12,0.666725711768307,50000
0.0045,14,0.6303957802735218,50000
0.0045,16,0.5897405418611525,50000
0.0045,18,0.5601937010504826,50000
0.0045,20,0.529871861173698,50000
0.005,2,0.8790231776296817,50000
0.005,4,0.8250150003628579,50000
0.005,6,0.7749362721367159,50000
0.005,8,0.7258036565109944,50000
0.005,10,0.6753458293413186,50000
0.005,12,0.6361368836808682,50000
0.005,14,0.5938203281455188,50000
0.005,16,0.5576604671698703,50000
0.005,18,0.5246150185141197,50000
0.005,20,0.4929885949002456,50000
