epsilon,QPA_2
0.0,1.0000000000000029
0.0002307692307692,0.996491284591615
0.0004615384615384,0.992536478639004
0.0006923076923076,0.9918612567094178
0.0009230769230769,0.986292576340273
0.0011538461538461,0.9854162575735388
0.0013846153846153,0.9804694269329648
0.0016153846153846,0.9760531110653494
0.0018461538461538,0.9737166912148952
0.002076923076923,0.9705519555591154
0.0023076923076923,0.967943104112745
0.0025384615384615,0.9606001842746292
0.0027692307692307,0.9574325223825276
0.003,0.9519758205586292
0.0032307692307692,0.9532604414264194
0.0034615384615384,0.9474951689905102
0.0036923076923076,0.941504527389904
0.0039230769230769,0.9355313934912388
0.0041538461538461,0.9319653083204824
0.0043846153846153,0.9288554478875714
0.0046153846153846,0.9216236813343224
0.0048461538461538,0.9168071707092958
0.005076923076923,0.9149340289497874
0.0053076923076923,0.9099014298777603
0.0055384615384615,0.9083006846817092
0.0057692307692307,0.8970548448212061
0.006,0.8986343751078923
0.0062307692307692,0.8882627294426062
0.0064615384615384,0.8873368311596911
0.0066923076923076,0.8839341655157404
0.0069230769230769,0.8798304649952142
0.0071538461538461,0.8714687359495
0.0073846153846153,0.865578650412931
0.0076153846153846,0.8606929405049545
0.0078461538461538,0.8614546146006342
0.008076923076923,0.8552277496521625
0.0083076923076923,0.8456691692946531
0.0085384615384615,0.8473232323812908
0.0087692307692307,0.8415738914467307
0.009,0.8357563875426051
