epsilon,QPA_1
0.0002307692307692,0.9987857159485912
0.0,0.9999999999999852
0.0004615384615384,0.997675697897934
0.0006923076923076,0.9965302595233666
0.0011538461538461,0.994223523935932
0.0009230769230769,0.995384749615327
0.0013846153846153,0.9932365080708492
0.0016153846153846,0.9919282841986192
0.002076923076923,0.9899250611777904
0.0018461538461538,0.9905072831958812
0.0023076923076923,0.989141907830833
0.0025384615384615,0.9873389539845636
0.003,0.9851060025891945
0.0027692307692307,0.9857124371398768
0.0032307692307692,0.983614175956642
0.0034615384615384,0.9826400719848832
0.0039230769230769,0.9796361335048104
0.0036923076923076,0.9813770188078664
0.0041538461538461,0.97838097425825
0.0043846153846153,0.9768986138398128
0.0048461538461538,0.9747220493680908
0.0046153846153846,0.976399251016428
0.005076923076923,0.9744395462337082
0.0053076923076923,0.9721782021305136
0.0057692307692307,0.9697791387012468
0.0055384615384615,0.9708899503357592
0.006,0.9687435119096208
0.0062307692307692,0.9677344710429504
0.0064615384615384,0.9666201300106492
0.0066923076923076,0.9649352463217158
0.0069230769230769,0.9636391466847636
0.0071538461538461,0.962411116998384
0.0073846153846153,0.9611812648831992
0.0076153846153846,0.9599670276917708
0.0078461538461538,0.958069252898991
0.0083076923076923,0.9559983379707468
0.008076923076923,0.9568287149101786
0.0085384615384615,0.954906123502946
0.0087692307692307,0.9537468705690028
0.009,0.9515327844060678
