Lambda,QPA_2
0.0,1.0
0.02564102564102564,0.99025390625
0.05128205128205128,0.979130859375
0.07692307692307693,0.96666015625
0.10256410256410256,0.952939453125
0.1282051282051282,0.937822265625
0.15384615384615385,0.92115234375
0.1794871794871795,0.90259765625
0.20512820512820512,0.88609375
0.23076923076923075,0.86560546875
0.2564102564102564,0.843466796875
0.28205128205128205,0.82568359375
0.3076923076923077,0.8028515625
0.3333333333333333,0.778017578125
0.358974358974359,0.751953125
0.3846153846153846,0.727783203125
0.41025641025641024,0.703974609375
0.4358974358974359,0.675224609375
0.4615384615384615,0.64984375
0.48717948717948717,0.622958984375
0.5128205128205128,0.594375
0.5384615384615384,0.56791015625
0.5641025641025641,0.540068359375
0.5897435897435898,0.5125
0.6153846153846154,0.4807421875
0.641025641025641,0.45380859375
0.6666666666666666,0.4216015625
0.6923076923076923,0.396015625
0.717948717948718,0.36458984375
0.7435897435897436,0.33546875
0.7692307692307692,0.306142578125
0.7948717948717948,0.281064453125
0.8205128205128205,0.250576171875
0.8461538461538461,0.22095703125
0.8717948717948718,0.193525390625
0.8974358974358974,0.1673046875
0.923076923076923,0.13994140625
0.9487179487179487,0.1126953125
0.9743589743589743,0.087587890625
1.0,0.061826171875
