epsilon,QPA_3
0.0,0.9550964180323108
0.0025,0.9392174096378708
0.025,0.7712477059314882
0.0275,0.7508200504372489
0.03,0.7299632472255069
0.0325,0.7117279183666282
0.035,0.6965426000436542
0.0375,0.6782263331496159
0.04,0.6605171976931529
0.0425,0.6415663351792824
0.045,0.6280486520137757
0.0475,0.6099223466415
0.005,0.9226934583369472
0.05,0.5931452798583845
0.0525,0.574979368355188
0.055,0.5633268491795301
0.0575,0.5490057082640897
0.06,0.5350274560923594
0.0625,0.5228375151915381
0.065,0.5072190044758005
0.0675,0.4952820708641103
0.07,0.4833670911412988
0.0725,0.4691634932408066
0.0075,0.9057692916420328
0.075,0.4601389520033502
0.0775,0.4476208670535574
0.08,0.4376034646534886
0.0825,0.4262816761944623
0.085,0.4154445036079531
0.0875,0.4037552077212175
0.09,0.3983828444674658
0.0925,0.3897214848566181
0.095,0.3785403512441454
0.0975,0.3699364681670415
0.01,0.8872417670784702
0.0125,0.8681174206192238
0.015,0.8492024182062895
0.0175,0.828902112852645
0.02,0.8102710467120031
0.0225,0.790185698791405
