k,V0,Omega_max,Delta_start,T_ramp_up,T_sweep,T_ramp_down,fidelity
4,251327412.28718346,8796459.43005142,-62831853.071795866,2.31e-06,2.38e-06,2.31e-06,0.46060725334525165
