k,V0,Omega_max,Delta_start,T_ramp_up,T_sweep,T_ramp_down,fidelity
4,251327412.28718346,8796459.43005142,-75398223.68615504,1.65e-06,1.7e-06,1.65e-06,0.40711215857247807
