k,V0,Omega_max,Delta_start,T_ramp_up,T_sweep,T_ramp_down,fidelity
4,251327412.28718346,12566370.614359172,-50265482.45743669,2.97e-06,3.06e-06,2.97e-06,0.44496389110939116
