k,V0,Omega_max,Delta_start,T_ramp_up,T_sweep,T_ramp_down,fidelity
4,251327412.28718346,18346901.096964393,-15079644.737231007,6.27e-07,6.46e-07,6.27e-07,0.6671623290840292
