epsilon,steps,fidelity,shots
0.0,2,0.99999999999996,50000
0.0,4,0.9999999999999882,50000
0.0,6,0.9999999999999964,50000
0.0,8,0.9999999999998882,50000
0.0,10,0.9999999999999633,50000
0.0,12,0.9999999999999704,50000
0.0,14,0.9999999999999994,50000
0.0,16,0.9999999999999402,50000
0.0,18,0.9999999999999784,50000
0.0,20,1.0000000000000546,50000
0.0005,2,0.9864746605827132,50000
0.0005,4,0.9835206008083256,50000
0.0005,6,0.979817126788838,50000
0.0005,8,0.9784794120621614,50000
0.0005,10,0.9748675527099206,50000
0.0005,12,0.972491549107051,50000
0.0005,14,0.970058820031388,50000
0.0005,16,0.9666596911118062,50000
0.0005,18,0.964628212288164,50000
0.0005,20,0.9607890396091734,50000
0.001,2,0.972705318512048,50000
0.001,4,0.9646778332254616,50000
0.001,6,0.9604487009391692,50000
0.001,8,0.9538515502917544,50000
0.001,10,0.9469984617286308,50000
0.001,12,0.9404133555762824,50000
0.001,14,0.9344067372832808,50000
0.001,16,0.9282266182690976,50000
0.001,18,0.9212012560571242,50000
0.001,20,0.9132895916696344,50000
0.0015,2,0.958006738141436,50000
0.0015,4,0.9457816149909072,50000
0.0015,6,0.9365323335190764,50000
0.0015,8,0.9281781809426844,50000
0.0015,10,0.9178982309738356,50000
0.0015,12,0.9051952415845276,50000
0.0015,14,0.8950588690017074,50000
0.0015,16,0.8838555516645172,50000
0.0015,18,0.8725257362508508,50000
0.0015,20,0.8584192690226585,50000
0.002,2,0.9438794248074084,50000
0.002,4,0.9279532887994224,50000
0.002,6,0.9125532432389488,50000
0.002,8,0.9009935471929756,50000
0.002,10,0.885655832071364,50000
0.002,12,0.8695842065695436,50000
0.002,14,0.8533400284104921,50000
0.002,16,0.8370671066232189,50000
0.002,18,0.8188611317094109,50000
0.002,20,0.80103684390413,50000
0.0025,2,0.9299143364733394,50000
0.0025,4,0.9074287225496442,50000
0.0025,6,0.8907797170899066,50000
0.0025,8,0.8700475392968671,50000
0.0025,10,0.8515189555415419,50000
0.0025,12,0.829319293101069,50000
0.0025,14,0.8084575940392296,50000
0.0025,16,0.784166233415511,50000
0.0025,18,0.7613261585358657,50000
0.0025,20,0.7395911754587322,50000
0.003,2,0.9129227453571096,50000
0.003,4,0.8887825908474891,50000
0.003,6,0.8638937130101733,50000
0.003,8,0.8417733102563982,50000
0.003,10,0.8164993538331596,50000
0.003,12,0.7884138257302971,50000
0.003,14,0.7625659654988345,50000
0.003,16,0.7329182729465835,50000
0.003,18,0.7112801856656082,50000
0.003,20,0.6823426065038598,50000
0.0035,2,0.8991452746729391,50000
0.0035,4,0.8652409905440753,50000
0.0035,6,0.8405694628052043,50000
0.0035,8,0.8077543553488719,50000
0.0035,10,0.7798884578870431,50000
0.0035,12,0.7468541966095747,50000
0.0035,14,0.7194761437614511,50000
0.0035,16,0.6859312336100662,50000
0.0035,18,0.6586709647811522,50000
0.0035,20,0.6276613891968419,50000
0.004,2,0.8832516411907617,50000
0.004,4,0.8452575427286352,50000
0.004,6,0.8121685462441434,50000
0.004,8,0.7809282241290246,50000
0.004,10,0.7420606071875356,50000
0.004,12,0.7115401382207742,50000
0.004,14,0.6748881916809767,50000
0.004,16,0.6404034884788968,50000
0.004,18,0.6095494234356938,50000
0.004,20,0.581657421644422,50000
0.0045,2,0.8666141086761655,50000
0.0045,4,0.8245146904520744,50000
0.0045,6,0.7879382675332746,50000
0.0045,8,0.745729224358439,50000
0.0045,10,0.7084089694126536,50000
0.0045,12,0.6690111628202913,50000
0.0045,14,0.6332637268808163,50000
0.0045,16,0.6007067954011795,50000
0.0045,18,0.5642725052803649,50000
0.0045,20,0.535681365297041,50000
0.005,2,0.8513482810270674,50000
0.005,4,0.8024611544014907,50000
0.005,6,0.7595136842081106,50000
0.005,8,0.716391446037691,50000
0.005,10,0.6749644095814352,50000
0.005,12,0.6340616585663315,50000
0.005,14,0.5955484699912975,50000
0.005,16,0.5573120832759593,50000
0.005,18,0.5243459749956659,50000
0.005,20,0.49457124350364,50000
