epsilon,QPA_2
0.0,0.0686635663825304
0.0002307692307692,0.0687492027846013
0.0004615384615384,0.0688149989422088
0.0006923076923076,0.068927062605275
0.0009230769230769,0.0689620206393494
0.0011538461538461,0.0691427191520976
0.0013846153846153,0.0691402209956032
0.0016153846153846,0.0693171998095631
0.0018461538461538,0.0693134565818738
0.002076923076923,0.0694485728473504
0.0023076923076923,0.0695547004835821
0.0025384615384615,0.0696697191712169
0.0027692307692307,0.0697268714603775
0.003,0.0698075861408695
0.0032307692307692,0.0698991135288487
0.0034615384615384,0.0699236667470063
0.0036923076923076,0.0701845699232797
0.0039230769230769,0.0701922211065399
0.0041538461538461,0.0702369231858108
0.0043846153846153,0.0703648723729609
0.0046153846153846,0.0705147690695168
0.0048461538461538,0.0704592141336189
0.005076923076923,0.0706894288864855
0.0053076923076923,0.0706994599152817
0.0055384615384615,0.0708556230699386
0.0057692307692307,0.0708885299154219
0.006,0.071019466867858
0.0062307692307692,0.071196433697881
0.0064615384615384,0.0710922697567193
0.0066923076923076,0.0712735407209111
0.0069230769230769,0.0712998357114513
0.0073846153846153,0.0716664980020055
0.0071538461538461,0.0714097737665594
0.0076153846153846,0.0717280668043032
0.0078461538461538,0.0718091777811009
0.008076923076923,0.071890492683043
0.0083076923076923,0.0718756033241248
0.0085384615384615,0.0719915036553807
0.0087692307692307,0.0721982092708941
0.009,0.072209388812567
