lambda,fidelity
0.0,0.9538750000000001
0.14285714285714285,0.9256250000000001
0.2857142857142857,0.8322499999999999
0.42857142857142855,0.7708749999999999
0.5714285714285714,0.654125
0.7142857142857142,0.522
0.8571428571428571,0.38925
1.0,0.24425000000000002
