lambda,fidelity
0.0,0.9377380952380951
0.041666666666666664,0.9229761904761904
0.08333333333333333,0.9113095238095237
0.125,0.8965476190476189
0.16666666666666666,0.8720238095238095
0.20833333333333331,0.8658333333333335
0.25,0.8088095238095239
0.29166666666666663,0.797142857142857
0.3333333333333333,0.7786904761904762
0.375,0.7661904761904761
0.41666666666666663,0.7408333333333333
0.4583333333333333,0.6989285714285715
0.5,0.6677380952380952
0.5416666666666666,0.6298809523809523
0.5833333333333333,0.5860714285714286
0.625,0.5520238095238095
0.6666666666666666,0.5352380952380953
0.7083333333333333,0.4983333333333334
0.75,0.45345238095238094
0.7916666666666666,0.43000000000000005
0.8333333333333333,0.3877380952380952
0.875,0.35238095238095235
0.9166666666666666,0.31261904761904763
0.9583333333333333,0.29297619047619045
1.0,0.2555952380952381
