epsilon,steps,fidelity,shots
0.0,2,1.0000000000000324,20000
0.0,4,1.0000000000000384,20000
0.0,6,0.9999999999999958,20000
0.0,8,0.9999999999999888,20000
0.0,10,1.000000000000012,20000
0.0,12,1.0000000000000149,20000
0.0,14,1.0000000000000395,20000
0.0,16,1.0000000000000229,20000
0.0,18,0.9999999999999396,20000
0.0,20,1.0000000000000626,20000
0.0005,2,0.9867085889955768,20000
0.0005,4,0.9830849298197982,20000
0.0005,6,0.9799577319693644,20000
0.0005,8,0.9762990972478436,20000
0.0005,10,0.9738206386026758,20000
0.0005,12,0.9719116752695364,20000
0.0005,14,0.9682023225543116,20000
0.0005,16,0.966468608212858,20000
0.0005,18,0.9622906825644354,20000
0.0005,20,0.9589031633059284,20000
0.001,2,0.9735083702105952,20000
0.001,4,0.9654574210215564,20000
0.001,6,0.9565027413701632,20000
0.001,8,0.9514021578152132,20000
0.001,10,0.947091368944868,20000
0.001,12,0.9360861714359564,20000
0.001,14,0.929998615537928,20000
0.001,16,0.9236601641378664,20000
0.001,18,0.916398380459812,20000
0.001,20,0.9059642308950608,20000
0.0015,2,0.9583966455573838,20000
0.0015,4,0.9448461612398176,20000
0.0015,6,0.9345434527024764,20000
0.0015,8,0.9235164935070932,20000
0.0015,10,0.911844073473875,20000
0.0015,12,0.9033172322216828,20000
0.0015,14,0.8875306138029071,20000
0.0015,16,0.8757274820941281,20000
0.0015,18,0.8629388544326944,20000
0.0015,20,0.8528326521264802,20000
0.002,2,0.943761609817522,20000
0.002,4,0.9237020303669402,20000
0.002,6,0.9082180395831154,20000
0.002,8,0.8945397119037746,20000
0.002,10,0.8788098605437215,20000
0.002,12,0.8604471674821724,20000
0.002,14,0.8444664730158508,20000
0.002,16,0.8192228369215409,20000
0.002,18,0.8070650295323631,20000
0.002,20,0.7877518167743933,20000
0.0025,2,0.9289526300115534,20000
0.0025,4,0.9048050791195588,20000
0.0025,6,0.8857403856598487,20000
0.0025,8,0.8633460838250072,20000
0.0025,10,0.8438656545494229,20000
0.0025,12,0.8223645802775869,20000
0.0025,14,0.7958316679204374,20000
0.0025,16,0.7751277967490352,20000
0.0025,18,0.7508129358342721,20000
0.0025,20,0.7279527194381207,20000
0.003,2,0.9134713557753142,20000
0.003,4,0.8850769690693099,20000
0.003,6,0.8571773656565302,20000
0.003,8,0.8348354293274785,20000
0.003,10,0.8078966842404247,20000
0.003,12,0.7812621393288283,20000
0.003,14,0.7497827476238355,20000
0.003,16,0.7300287831214326,20000
0.003,18,0.6984165511363822,20000
0.003,20,0.6731463971227526,20000
0.0035,2,0.8993861395112905,20000
0.0035,4,0.8650997679442651,20000
0.0035,6,0.8352419180852109,20000
0.0035,8,0.8026577899639851,20000
0.0035,10,0.7667200480724617,20000
0.0035,12,0.7389883522717918,20000
0.0035,14,0.7078811100987555,20000
0.0035,16,0.6785353336852845,20000
0.0035,18,0.6497047032207172,20000
0.0035,20,0.6183694472823226,20000
0.004,2,0.8831671680444406,20000
0.004,4,0.8433919563367036,20000
0.004,6,0.8127241959162721,20000
0.004,8,0.772683976849259,20000
0.004,10,0.7341309220294353,20000
0.004,12,0.6984533868580055,20000
0.004,14,0.6665008370036946,20000
0.004,16,0.6354480381101059,20000
0.004,18,0.6007714401608477,20000
0.004,20,0.5712609820548237,20000
0.0045,2,0.8688772545399204,20000
0.0045,4,0.8216268596765297,20000
0.0045,6,0.7793729258269912,20000
0.0045,8,0.7422024654980461,20000
0.0045,10,0.7069183723035085,20000
0.0045,12,0.6674014427143363,20000
0.0045,14,0.6272423739132151,20000
0.0045,16,0.589350147609264,20000
0.0045,18,0.559186902643075,20000
0.0045,20,0.5273982481418901,20000
0.005,2,0.8517868862354352,20000
0.005,4,0.8028139872825936,20000
0.005,6,0.7605870990567163,20000
0.005,8,0.7148928762648485,20000
0.005,10,0.6683148439126648,20000
0.005,12,0.6314224110151256,20000
0.005,14,0.5846412790606177,20000
0.005,16,0.5529380828845988,20000
0.005,18,0.5206122954496066,20000
0.005,20,0.4896863549536065,20000
