lambda,QPA_3
0.0,0.9328999999999925
0.0526315789473684,0.9238333333333217
0.1052631578947368,0.9049999999999921
0.1578947368421052,0.8736999999999945
0.2105263157894736,0.8618333333333301
0.2631578947368421,0.8350666666666663
0.3157894736842105,0.8079666666666674
0.3684210526315789,0.7635
0.4210526315789473,0.7369666666666657
0.4736842105263157,0.6899999999999984
0.5263157894736842,0.6530333333333311
0.5789473684210527,0.6069666666666649
0.631578947368421,0.5775333333333317
0.6842105263157894,0.5239666666666656
0.7368421052631579,0.47500000000000087
0.7894736842105263,0.4351333333333345
0.8421052631578947,0.3938666666666672
0.894736842105263,0.3362666666666666
0.9473684210526316,0.2911999999999993
1.0,0.25403333333333245
