k,V0,Omega_max,Delta_start,T_ramp_up,T_sweep,T_ramp_down,fidelity
4,251327412.28718346,12566370.614359172,-25132741.228718344,6.6e-07,6.800000000000001e-07,6.6e-07,0.6933316158860772
