lambda,QPA_1
0.0,0.9999999999999984
0.01,0.9961846562499992
0.02,0.992239750000001
0.03,0.9881669687499981
0.04,0.9839680000000017
0.05,0.9796445312499966
0.06,0.9751982499999988
0.07,0.9706308437499999
0.08,0.9659439999999996
0.09,0.9611394062500009
0.1,0.9562187500000007
0.11,0.9511837187500009
0.12,0.9460360000000021
0.13,0.9407772812499986
0.14,0.9354092499999984
0.15,0.9299335937499973
0.16,0.9243520000000001
0.17,0.9186661562499996
0.18,0.9128777499999983
0.19,0.9069884687499996
0.2,0.9010000000000024
0.21,0.894914031249997
0.22,0.8887322499999978
0.23,0.8824563437499977
0.24,0.8760879999999984
0.25,0.869628906249999
0.26,0.8630807499999998
0.27,0.8564452187500009
0.28,0.849724000000001
0.29,0.8429187812500012
0.3,0.8360312499999963
0.31,0.8290630937499962
0.32,0.822015999999999
0.33,0.814891656249999
0.34,0.8076917499999996
0.35000000000000003,0.8004179687499999
0.36,0.7930720000000014
0.37,0.7856555312500018
0.38,0.7781702499999981
0.39,0.7706178437499979
0.4,0.7629999999999996
0.41000000000000003,0.7553184062499989
0.42,0.7475747499999986
0.43,0.7397707187500003
0.44,0.7319080000000003
0.45,0.7239882812500011
0.46,0.7160132499999978
0.47000000000000003,0.7079845937499997
0.48,0.6999039999999981
0.49,0.6917731562499997
0.5,0.683593749999999
0.51,0.6753674687499986
0.52,0.6670959999999999
0.53,0.6587810312500008
0.54,0.650424250000001
0.55,0.6420273437499987
0.56,0.6335919999999988
0.5700000000000001,0.6251199062499995
0.58,0.6166127499999999
0.59,0.6080722187500002
0.6,0.5995000000000013
0.61,0.5908977812499999
0.62,0.58226725
0.63,0.5736100937499992
0.64,0.5649279999999992
0.65,0.5562226562499991
0.66,0.54749575
0.67,0.5387489687500003
0.68,0.5299840000000005
0.6900000000000001,0.5212025312499998
0.7000000000000001,0.5124062500000007
0.71,0.5035968437499995
0.72,0.4947759999999986
0.73,0.4859454062499987
0.74,0.47710674999999975
0.75,0.46826171874999917
0.76,0.45941199999999993
0.77,0.4505592812499999
0.78,0.44170524999999994
0.79,0.43285159375000026
0.8,0.42399999999999904
0.81,0.4151521562499991
0.8200000000000001,0.4063097499999998
0.8300000000000001,0.39747446874999987
0.84,0.3886479999999996
0.85,0.3798320312500002
0.86,0.3710282500000006
0.87,0.36223834375000064
0.88,0.35346399999999956
0.89,0.34470690625
0.9,0.33596874999999987
0.91,0.32725121875000013
0.92,0.31855599999999956
0.93,0.3098847812499999
0.9400000000000001,0.30123925
0.9500000000000001,0.29262109375000006
0.96,0.28403199999999956
0.97,0.2754736562499998
0.98,0.26694774999999976
0.99,0.2584559687499999
1.0,0.2499999999999999
