Lambda,QPA_1
0.0,1.0
0.0256410256410256,0.987197265625
0.0512820512820512,0.972734375
0.0769230769230769,0.95681640625
0.1025641025641025,0.942041015625
0.1282051282051282,0.924677734375
0.1538461538461538,0.90525390625
0.1794871794871795,0.884140625
0.2051282051282051,0.863154296875
0.2307692307692307,0.84337890625
0.2564102564102564,0.820283203125
0.282051282051282,0.79904296875
0.3076923076923077,0.774765625
0.3333333333333333,0.749462890625
0.358974358974359,0.726533203125
0.3846153846153846,0.698759765625
0.4102564102564102,0.67248046875
0.4358974358974359,0.646591796875
0.4615384615384615,0.616201171875
0.4871794871794871,0.590595703125
0.5128205128205128,0.56212890625
0.5384615384615384,0.53322265625
0.5641025641025641,0.504775390625
0.5897435897435898,0.478837890625
0.6153846153846154,0.450498046875
0.641025641025641,0.422392578125
0.6666666666666666,0.39408203125
0.6923076923076923,0.361943359375
0.717948717948718,0.33203125
0.7435897435897436,0.306015625
0.7692307692307692,0.27541015625
0.7948717948717948,0.247216796875
0.8205128205128205,0.221474609375
0.8461538461538461,0.1933984375
0.8717948717948718,0.1653125
0.8974358974358974,0.135361328125
0.923076923076923,0.11029296875
0.9487179487179488,0.08134765625
0.9743589743589745,0.055419921875
1.0,0.031669921875
