epsilon,steps,fidelity,shots
0.0,2,1.0000000000000324,80000
0.0,4,1.0000000000000386,80000
0.0,6,0.9999999999999956,80000
0.0,8,0.9999999999999888,80000
0.0,10,1.000000000000012,80000
0.0,12,1.0000000000000142,80000
0.0,14,1.0000000000000395,80000
0.0,16,1.0000000000000226,80000
0.0,18,0.9999999999999396,80000
0.0,20,1.0000000000000595,80000
0.0005,2,0.983707191617091,80000
0.0005,4,0.9801475380841984,80000
0.0005,6,0.9769039135833694,80000
0.0005,8,0.9735826787836218,80000
0.0005,10,0.9723818122823767,80000
0.0005,12,0.9689125547708828,80000
0.0005,14,0.9662191522109228,80000
0.0005,16,0.9638291072648546,80000
0.0005,18,0.960644537434529,80000
0.0005,20,0.957472807070889,80000
0.001,2,0.9659940051993804,80000
0.001,4,0.959123327006754,80000
0.001,6,0.953358058980744,80000
0.001,8,0.9457667849819704,80000
0.001,10,0.940295111788614,80000
0.001,12,0.9330362291982812,80000
0.001,14,0.9267604042801764,80000
0.001,16,0.9207310815677796,80000
0.001,18,0.912002947490741,80000
0.001,20,0.9053989905094552,80000
0.0015,2,0.9495262129870192,80000
0.0015,4,0.9369282181551614,80000
0.0015,6,0.9260497335354384,80000
0.0015,8,0.916065049494208,80000
0.0015,10,0.9052161428177186,80000
0.0015,12,0.894215092470562,80000
0.0015,14,0.8828823012354192,80000
0.0015,16,0.869759373313494,80000
0.0015,18,0.8563629678603195,80000
0.0015,20,0.8453755544868388,80000
0.002,2,0.9314839148598744,80000
0.002,4,0.9142710592426044,80000
0.002,6,0.8992117927308596,80000
0.002,8,0.8844004620716215,80000
0.002,10,0.8700458440697741,80000
0.002,12,0.852521282766332,80000
0.002,14,0.8351830238606428,80000
0.002,16,0.8178494988368168,80000
0.002,18,0.7993555975329607,80000
0.002,20,0.7822467746181752,80000
0.0025,2,0.913218576001035,80000
0.0025,4,0.8906436178008722,80000
0.0025,6,0.8724479010386313,80000
0.0025,8,0.8534919172217755,80000
0.0025,10,0.8339552539596072,80000
0.0025,12,0.8102457598809941,80000
0.0025,14,0.7885794331719813,80000
0.0025,16,0.7655470800336736,80000
0.0025,18,0.7457276607584068,80000
0.0025,20,0.7211264729386409,80000
0.003,2,0.8961216769887879,80000
0.003,4,0.8676717107433529,80000
0.003,6,0.8427434977556011,80000
0.003,8,0.8193521621311933,80000
0.003,10,0.7936782820394576,80000
0.003,12,0.7693909455392263,80000
0.003,14,0.7416883812203274,80000
0.003,16,0.715111881940279,80000
0.003,18,0.6893291493131251,80000
0.003,20,0.6653187051821036,80000
0.0035,2,0.8779160867415486,80000
0.0035,4,0.8468608624959927,80000
0.0035,6,0.8184597907899627,80000
0.0035,8,0.7869853032914494,80000
0.0035,10,0.7565509862266805,80000
0.0035,12,0.7280563179429065,80000
0.0035,14,0.6975383725208595,80000
0.0035,16,0.6680482293339807,80000
0.0035,18,0.6404825723811501,80000
0.0035,20,0.6107273780061544,80000
0.004,2,0.8597437558483819,80000
0.004,4,0.8217685353454085,80000
0.004,6,0.7883086420643929,80000
0.004,8,0.7558716680605001,80000
0.004,10,0.721926100520755,80000
0.004,12,0.6893899414900218,80000
0.004,14,0.6541588843976187,80000
0.004,16,0.6242399864664994,80000
0.004,18,0.5916861237982026,80000
0.004,20,0.5632046662070779,80000
0.0045,2,0.8414157269292907,80000
0.0045,4,0.7977222961855347,80000
0.0045,6,0.7615094602606771,80000
0.0045,8,0.723822414685722,80000
0.0045,10,0.6878640559113292,80000
0.0045,12,0.6503939661029202,80000
0.0045,14,0.614786185327681,80000
0.0045,16,0.5829259641248307,80000
0.0045,18,0.5496459927823035,80000
0.0045,20,0.5184156739115784,80000
0.005,2,0.8243714940946263,80000
0.005,4,0.7782045293632576,80000
0.005,6,0.7356358451817064,80000
0.005,8,0.6938369571643018,80000
0.005,10,0.6540462201107217,80000
0.005,12,0.6146204567927135,80000
0.005,14,0.5767204543482781,80000
0.005,16,0.5464781608580015,80000
0.005,18,0.5116802529993756,80000
0.005,20,0.4824101990626639,80000
