epsilon,steps,fidelity,shots
0.0,2,1.0000000000000322,80000
0.0,4,1.0000000000000415,80000
0.0,6,0.9999999999999956,80000
0.0,8,0.99999999999999,80000
0.0,10,1.0000000000000089,80000
0.0,12,1.000000000000014,80000
0.0,14,1.000000000000039,80000
0.0,16,1.0000000000000222,80000
0.0,18,0.9999999999999396,80000
0.0,20,1.0000000000000626,80000
0.0005,2,0.9882551171269915,80000
0.0005,4,0.9832826156295492,80000
0.0005,6,0.9791963188584708,80000
0.0005,8,0.9741909893597416,80000
0.0005,10,0.9693476482799004,80000
0.0005,12,0.9639882881096068,80000
0.0005,14,0.9590023735265524,80000
0.0005,16,0.9539562819592496,80000
0.0005,18,0.9487531536005334,80000
0.0005,20,0.9443093548088162,80000
0.001,2,0.9772227329940478,80000
0.001,4,0.9661330997474904,80000
0.001,6,0.956416541747566,80000
0.001,8,0.9467358870794548,80000
0.001,10,0.9369299705715656,80000
0.001,12,0.9261136975507822,80000
0.001,14,0.9148935347615494,80000
0.001,16,0.9042656869231048,80000
0.001,18,0.8935151612976546,80000
0.001,20,0.8830076316675993,80000
0.0015,2,0.9661146750779264,80000
0.0015,4,0.9500832010174876,80000
0.0015,6,0.934050661305155,80000
0.0015,8,0.9177056501751536,80000
0.0015,10,0.9013378628723632,80000
0.0015,12,0.8853296477440112,80000
0.0015,14,0.86970205736172,80000
0.0015,16,0.8544709744707378,80000
0.0015,18,0.8361429402195628,80000
0.0015,20,0.820761857844808,80000
0.002,2,0.9547451896549424,80000
0.002,4,0.9320341054764352,80000
0.002,6,0.9111805430189638,80000
0.002,8,0.8884937115534456,80000
0.002,10,0.866340948357017,80000
0.002,12,0.8457821982483068,80000
0.002,14,0.8237036693637263,80000
0.002,16,0.8030907707002971,80000
0.002,18,0.7794869871583011,80000
0.002,20,0.759635720428225,80000
0.0025,2,0.9423885533913338,80000
0.0025,4,0.9146750078280108,80000
0.0025,6,0.8869859893043397,80000
0.0025,8,0.8596377071814992,80000
0.0025,10,0.8327089793922262,80000
0.0025,12,0.8047232572573542,80000
0.0025,14,0.7806338495084524,80000
0.0025,16,0.755007028618886,80000
0.0025,18,0.7275802245730415,80000
0.0025,20,0.701077053673513,80000
0.003,2,0.9313830954660376,80000
0.003,4,0.8971247153431983,80000
0.003,6,0.8653859018364887,80000
0.003,8,0.8308221121235804,80000
0.003,10,0.801826830173248,80000
0.003,12,0.7675408083193975,80000
0.003,14,0.7408241311243026,80000
0.003,16,0.7070451474119632,80000
0.003,18,0.6782226168855195,80000
0.003,20,0.6527146010290839,80000
0.0035,2,0.9204075063774236,80000
0.0035,4,0.8785308473052845,80000
0.0035,6,0.8429136069852444,80000
0.0035,8,0.8039765820240604,80000
0.0035,10,0.764704597493574,80000
0.0035,12,0.7328118736889087,80000
0.0035,14,0.6965600291434249,80000
0.0035,16,0.6673186205070304,80000
0.0035,18,0.6345858833739622,80000
0.0035,20,0.6042034854960978,80000
0.004,2,0.9085753131605048,80000
0.004,4,0.8612921463241281,80000
0.004,6,0.8203091886851056,80000
0.004,8,0.7759089773753013,80000
0.004,10,0.7352373811988675,80000
0.004,12,0.6952459203160853,80000
0.004,14,0.6586604358983585,80000
0.004,16,0.6242357087607444,80000
0.004,18,0.5917975209323747,80000
0.004,20,0.564622859916461,80000
0.0045,2,0.8972747044435648,80000
0.0045,4,0.8450677989754212,80000
0.0045,6,0.7947146692343718,80000
0.0045,8,0.7507002393235686,80000
0.0045,10,0.7052237839058962,80000
0.0045,12,0.6618048096996351,80000
0.0045,14,0.6238877980828805,80000
0.0045,16,0.5880700587957743,80000
0.0045,18,0.5522920511257859,80000
0.0045,20,0.5249031311329415,80000
0.005,2,0.8850510070139219,80000
0.005,4,0.827855129154816,80000
0.005,6,0.7743854518733823,80000
0.005,8,0.7230008728621303,80000
0.005,10,0.6751825238150232,80000
0.005,12,0.6317667034079751,80000
0.005,14,0.5906215451471811,80000
0.005,16,0.5545322673076443,80000
0.005,18,0.5193009264323818,80000
0.005,20,0.4899248022154325,80000
