lambda,QPA_0
0.0,1.0
0.0526315789473684,0.9605263157894737
0.1052631578947368,0.9210526315789473
0.1578947368421052,0.881578947368421
0.2105263157894736,0.8421052631578947
0.2631578947368421,0.8026315789473684
0.3157894736842105,0.7631578947368421
0.3684210526315789,0.7236842105263158
0.4210526315789473,0.6842105263157895
0.4736842105263157,0.6447368421052632
0.5263157894736842,0.6052631578947368
0.5789473684210527,0.5657894736842105
0.631578947368421,0.5263157894736843
0.6842105263157894,0.48684210526315796
0.7368421052631579,0.4473684210526316
0.7894736842105263,0.4078947368421053
0.8421052631578947,0.368421052631579
0.894736842105263,0.32894736842105265
0.9473684210526316,0.2894736842105263
1.0,0.25
