Trotter Step,Fidelity
1,0.9399468959067006
2,0.9431592405454676
3,0.926369227794307
4,0.8777662060803568
5,0.8884455419094801
6,0.8378936750529355
7,0.8255720463033447
8,0.8209851996980155
9,0.7992640722693661
10,0.769181393046216
11,0.7815827402722839
12,0.7406966657478871
13,0.7773488481849105
14,0.7254789571308583
15,0.7116757502662188
16,0.7036917710436715
17,0.711066759397112
18,0.6607346436763959
19,0.6410772811301864
20,0.6421836954382923
