lambda,QPA_1
0.0,1.0
0.0526315789473684,0.9782777777777732
0.1052631578947368,0.9535407407407349
0.1578947368421052,0.9258592592592517
0.2105263157894736,0.8935370370370286
0.2631578947368421,0.8619185185185112
0.3157894736842105,0.8246777777777704
0.3684210526315789,0.7859592592592545
0.4210526315789473,0.7464518518518478
0.4736842105263157,0.7061481481481463
0.5263157894736842,0.6605555555555546
0.5789473684210527,0.6160888888888901
0.631578947368421,0.5714296296296298
0.6842105263157894,0.5263999999999991
0.7368421052631579,0.48154074074073866
0.7894736842105263,0.4323296296296279
0.8421052631578947,0.38765925925925837
0.894736842105263,0.3406814814814809
0.9473684210526316,0.2947370370370389
1.0,0.24908518518518777
