lambda,fidelity
0.0,0.9725000000000007
0.0526315789473684,0.9499772727272735
0.1052631578947368,0.9261363636363645
0.1578947368421052,0.8962500000000008
0.2105263157894736,0.8647045454545461
0.2631578947368421,0.8375454545454551
0.3157894736842105,0.7960909090909096
0.3684210526315789,0.7665909090909097
0.4210526315789473,0.7230681818181823
0.4736842105263157,0.6820909090909096
0.5263157894736842,0.6448863636363641
0.5789473684210527,0.6004772727272731
0.631578947368421,0.557045454545455
0.6842105263157894,0.5153636363636368
0.7368421052631579,0.4760681818181821
0.7894736842105263,0.4292045454545457
0.8421052631578947,0.38393181818181843
0.894736842105263,0.3415000000000002
0.9473684210526316,0.3001590909090911
1.0,0.25823255813953505
