lambda,fidelity
0.0,1.0
0.041666666666666664,0.9936075
0.08333333333333333,0.98633
0.125,0.97705
0.16666666666666666,0.96613
0.20833333333333331,0.9526375
0.25,0.9371025
0.29166666666666663,0.91847
0.3333333333333333,0.8974625
0.375,0.8731575
0.41666666666666663,0.8453875
0.4583333333333333,0.813125
0.5,0.779865
0.5416666666666666,0.74289
0.5833333333333333,0.70391
0.625,0.662285
0.6666666666666666,0.618955
0.7083333333333333,0.57351
0.75,0.5252575
0.7916666666666666,0.479805
0.8333333333333333,0.431055
0.875,0.3854175
0.9166666666666666,0.3395475
0.9583333333333333,0.293085
1.0,0.250015
