k,V0,Omega_max,Delta_start,T_ramp_up,T_sweep,T_ramp_down,fidelity
4,251327412.28718346,18849555.92153876,-20106192.982974675,5.61e-07,5.78e-07,5.61e-07,0.7147188865306866
