k,V0,Omega_max,Delta_start,T_ramp_up,T_sweep,T_ramp_down,fidelity
4,251327412.28718346,17969909.978533614,-35185837.72020568,6.27e-07,6.46e-07,6.27e-07,0.7254977573194383
