epsilon,QPA_1
0.000000,0.7487263976825619
0.000250,0.7323770376878936
0.000275,0.7287689908847211
0.000300,0.7291055910159081
0.000325,0.7262280464966798
0.000350,0.7247085634015323
0.000375,0.7224684902707278
0.000400,0.7205948335346405
0.000425,0.7185732699950044
0.000450,0.7185769944317273
0.000475,0.7195625680053345
0.000025,0.7467017229132081
0.000500,0.7159111774323272
0.000525,0.7138737912970052
0.000550,0.7114217683238213
0.000575,0.7120493856431702
0.000600,0.709896082086636
0.000625,0.7064113807330198
0.000650,0.7051928591212878
0.000675,0.7039247891757269
0.000700,0.7045653015595204
0.000725,0.7016699347078494
0.000050,0.7448063992618463
0.000750,0.7001533542172165
0.000775,0.6996367498729196
0.000800,0.6982293632458616
0.000825,0.6971695155172072
0.000850,0.6956278229136696
0.000875,0.6954338944884475
0.000900,0.6919562337889149
0.000925,0.691067526737557
0.000950,0.6877599242202026
0.000975,0.6879014295533229
0.000075,0.7426318126026897
0.001000,0.6871573445421011
0.000100,0.7411691579897165
0.000125,0.7379238479663689
0.000150,0.737588127371526
0.000175,0.7357625847578255
0.000200,0.7343246135040385
0.000225,0.7353308477630325
