lambda,QPA_3
0.0,0.94
0.5263157894736842,0.6656666666666666
0.5789473684210527,0.61
0.631578947368421,0.5713333333333334
0.6842105263157894,0.5376666666666667
0.7368421052631579,0.4733333333333334
0.7894736842105263,0.438
0.8421052631578947,0.3823333333333333
0.894736842105263,0.3523333333333334
0.9473684210526316,0.314
1.0,0.2493333333333333
0.0526315789473684,0.935
0.1052631578947368,0.909
0.1578947368421052,0.8906666666666667
0.2105263157894736,0.8840000000000001
0.2631578947368421,0.8183333333333334
0.3157894736842105,0.8056666666666665
0.3684210526315789,0.7666666666666666
0.4210526315789473,0.7243333333333333
0.4736842105263157,0.6703333333333333
