epsilon,QPA_1
0.0,0.0022045848898121
0.00025,0.0051029541269614
0.000275,0.0052523244229182
0.0003,0.0055197786629214
0.000325,0.0058716018239485
0.00035,0.0060743116415331
0.000375,0.0063342165429169
0.0004,0.0065293338700133
0.000425,0.0068616741308147
0.00045,0.007045891254913
0.000475,0.0074763134565597
2.5e-05,0.0024682960845389
0.0005,0.0076266223549877
0.000525,0.0078968027176848
0.00055,0.0081076133806529
0.000575,0.0083418396976386
0.0006,0.0084271487738074
0.000625,0.0088288661760392
0.00065,0.0090284703068794
0.000675,0.0093334137674131
0.0007,0.0095281254650951
0.000725,0.0096690405678232
5e-05,0.0027813221931384
0.00075,0.0099545872142964
0.000775,0.0102481618570795
0.0008,0.0105364119588626
0.000825,0.0107991920751796
0.00085,0.0106510622731414
0.000875,0.0110046795058081
0.0009,0.0114864537793858
0.000925,0.011639454847686
0.00095,0.0118345649750448
0.000975,0.0120798064427279
7.500000000000001e-05,0.0029982802465847
0.001,0.0121755732420964
0.0001,0.0034309894487883
0.000125,0.0036330253098914
0.00015,0.0038941815876465
0.000175,0.00413898240689
0.0002,0.0044221700269082
0.000225,0.004633590384731
